Board_key,Board,Algorithm,Memory usage,Time execution,Explored nodes
1,"[[0, 2, 3, 0, 0, 8, 9, 0, 7], [0, 0, 9, 0, 0, 7, 0, 3, 4], [6, 4, 7, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 4, 0, 0, 0, 9], [0, 0, 6, 8, 7, 0, 4, 0, 0], [4, 0, 2, 5, 0, 0, 0, 0, 0], [0, 9, 0, 6, 0, 0, 0, 4, 0], [0, 5, 1, 7, 9, 0, 0, 2, 8], [0, 0, 4, 0, 8, 0, 5, 9, 0]]",depthFirstSearch,3.48046875,196.9412817955017,6618
1,"[[0, 2, 3, 0, 0, 8, 9, 0, 7], [0, 0, 9, 0, 0, 7, 0, 3, 4], [6, 4, 7, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 4, 0, 0, 0, 9], [0, 0, 6, 8, 7, 0, 4, 0, 0], [4, 0, 2, 5, 0, 0, 0, 0, 0], [0, 9, 0, 6, 0, 0, 0, 4, 0], [0, 5, 1, 7, 9, 0, 0, 2, 8], [0, 0, 4, 0, 8, 0, 5, 9, 0]]",aStarSearch,0.0,1.8987207412719727,48
